neighborhood_code;neighborhood_names;total_destruction
BU19000119;Loënga;1.0
BU19000120;IJsbrechtum;5.0
BU19000200;Workum;13.0
BU19000201;Nijhuizum;0.0
BU19000202;Hindeloopen;1.0
BU19000208;Verspreide huizen Workum;2.0
BU19000209;Verspreide huizen Hindeloopen;1.0
BU19000300;Koudum;2.0
BU19000301;Heidenschap;0.0
BU19000302;Molkwerum;1.0
BU19000308;Verspreide huizen Koudum;1.0
BU19000309;Verspreide huizen Molkwerum;0.0
BU19000400;Hemelum;0.0
BU19000401;Warns;3.0
BU19000402;Scharl;
BU19000403;Stavoren;4.0
BU19000408;Verspreide huizen Hemelum;1.0
BU19000409;Verspreide huizen Stavoren;0.0
BU19000500;Oud IJlst;1.0
BU19000501;Nijezijl-Roodhem;5.0
BU19000502;De Rat-Cloosterkamp;2.0
BU19000503;Verspreide huizen IJlst;0.0
BU19000600;Heeg;6.0
BU19000602;Hommerts;4.0
BU19000603;Jutrijp;0.0
BU19000607;Verspreide huizen Heeg;1.0
BU19000608;Verspreide huizen Hommerts;2.0
BU19000609;Verspreide huizen Jutrijp;
BU19000700;Scharnegoutum;5.0
BU19000701;Goënga;
BU19000702;Gauw;3.0
BU19000706;Verspreide huizen Scharnegoutum;1.0
BU19000707;Verspreide huizen Goënga;0.0
BU19000708;Verspreide huizen Gauw;
BU19000800;Oudega;1.0
BU19000801;Gaastmeer;0.0
BU19000802;Idzega;
BU19000804;Sandfirden;0.0
BU19000808;Verspreide huizen Oudega;0.0
BU19000809;Verspreide huizen Gaastmeer;0.0
BU19000900;Oosthem;1.0
BU19000901;Blauwhuis;0.0
BU19000902;Westhem;
BU19000903;Abbega;
BU19000904;Wolsum;
BU19000905;Greonterp;
BU19000906;Verspreide huizen-Greonterp;
BU19000907;Verspreide huizen-Oosthem;1.0
BU19000908;Verspreide huizen Abbega;0.0
BU19000909;Verspreide huizen Wolsum;0.0
BU19001000;Tirns;0.0
BU19001001;Nijland;3.0
BU19001002;Folsgare;0.0
BU19001003;Tjalhuizum;
BU19001007;Verspreide huizen Tirns;
BU19001008;Verspreide huizen Nijland;1.0
BU19001100;Oppenhuizen;3.0
BU19001101;Uitwellingerga;1.0
BU19001108;Verspreide huizen Oppenhuizen;
BU19001109;Verspreide huizen;
BU19001200;Woudsend;5.0
BU19001201;Indijk;0.0
BU19001202;IJpecolsga;
BU19001203;Smallebrugge;
BU19001204;Koufurderrige;0.0
BU19001209;Verspreide huizen Koufurderrige;0.0
BU19001300;Witmarsum;9.0
BU19001301;Pingjum;0.0
BU19001302;Kimswerd;0.0
BU19001303;Arum;3.0
BU19001306;Verspreide huizen Witmarsum;0.0
BU19001307;Verspreide huizen Pingjum;
BU19001308;Verspreide huizen Kimswerd;1.0
BU19001309;Verspreide huizen Arum;0.0
BU19001400;Lollum;0.0
BU19001401;Burgwerd;1.0
BU19001402;Hartwerd;1.0
BU19001403;Hichtum;0.0
BU19001404;Schettens;2.0
BU19001405;Longerhouw;0.0
BU19001406;Schraard;0.0
BU19001407;Verspreide huizen Lollum;
BU19001408;Verspreide huizen Burgwerd;0.0
BU19001409;Verspreide huizen Schettens;
BU19001500;Zurich;2.0
BU19001501;Wons;0.0
BU19001502;Cornwerd;0.0
BU19001503;Kornwerderzand;0.0
BU19001509;Verspreide huizen Zurich;0.0
BU19001600;Parrega;1.0
BU19001601;Hieslum;
BU19001602;Dedgum;0.0
BU19001603;Tjerkwerd;1.0
BU19001604;Exmorra;0.0
BU19001606;Verspreide huizen Parrega;1.0
BU19001607;Verspreide huizen Tjerkwerd;0.0
BU19001608;Verspreide huizen Exmorra;0.0
BU19001700;Makkum;23.0
BU19001709;Verspreide huizen Makkum;0.0
BU19001800;Idsegahuizum;4.0
BU19001801;Allingawier;
BU19001802;Piaam;
BU19001803;Gaast;0.0
BU19001804;Ferwoude;0.0
BU19001808;Verspreide huizen Ferwoude;0.0
BU19001809;Verspreide huizen Gaast;
BU19001900;Raerd;0.0
BU19001901;Poppenwier;0.0
BU19001902;Sibrandabuorren;0.0
BU19001903;Tersoal;0.0
BU19001904;Dearsum;
BU19002001;Wommels;7.0
BU19002002;Easterein;1.0
BU19002003;Hinnaard;
BU19002004;Itens;0.0
BU19002005;Rien;
BU19002006;Lytsewierrum;
BU19002007;Hidaard;0.0
BU19002008;Reahûs;
BU19002009;Verspreide huizen Wommels;0.0
BU19002010;Verspreide huizen Easterein;0.0
BU19002011;Iens;
BU19002012;Kûbaard;2.0
BU19002013;Waaksens;
BU19002014;Verspreide huizen Kûbaard;0.0
BU19002015;Britswert;0.0
BU19002016;Wiuwert;0.0
BU19002017;Boazum;1.0
BU19002018;Easterwierrum;1.0
BU19002019;Verspreide huizen Boazum;0.0
BU07150101;Binnenstad-Java;46.0
BU07150401;Handelspoort;6.0
BU07150402;Noorderdokken;8.0
BU07150403;Zevenaar;0.0
BU07150404;Zuidpoort;4.0
BU07150701;Driewegen;3.0
BU07150702;Katspolder;4.0
BU07150703;Oudelandse Hoeve;10.0
BU07150704;Oude Vaart;6.0
BU07150705;Zeldenrust;13.0
BU07151001;Lievenspolder;23.0
BU07151002;Noordpolder;11.0
BU07151003;Serlippenspolder;2.0
BU07151004;Triniteit;13.0
BU07151005;Zuiderpark;22.0
BU07151301;Othene;6.0
BU07151600;Buitengebied Terneuzen;0.0
BU07151900;Kern Axel;33.0
BU07152200;Buitengebied Axel;5.0
BU07152500;Kern Biervliet;1.0
BU07152800;Buitengebied Biervliet;2.0
BU07153100;Kern Hoek;15.0
BU07153400;Buitengebied Hoek;6.0
BU07153700;Kern Koewacht;2.0
BU07154000;Buitengebied Koewacht;0.0
BU07154300;Kern Overslag;0.0
BU07154600;Buitengebied Overslag;1.0
BU07154900;Kern Philippine;0.0
BU07155200;Buitengebied Philippine;0.0
BU07155500;Kern Sas van Gent;13.0
BU07155800;Buitengebied Sas van Gent;2.0
BU07156100;Kern Sluiskil;7.0
BU07156400;Buitengebied Sluiskil;0.0
BU07156700;Kern Spui;1.0
BU07157000;Buitengebied Spui;
BU07157300;Kern Westdorpe;4.0
BU07157600;Buitengebied Westdorpe;1.0
BU07157900;Kern Zaamslag;5.0
BU07158200;Buitengebied Zaamslag;0.0
BU07158500;Kern Zuiddorpe;1.0
BU07158800;Buitengebied Zuiddorpe;
BU00930000;West-Terschelling;11.0
BU00930002;Verspreide huizen West-Terschelling;0.0
BU00930110;Midsland;5.0
BU00930111;Verspreide huizen Midsland-Zuid;0.0
BU00930112;Verspreide huizen Midsland-Noord;3.0
BU00930213;Formerum;1.0
BU00930214;Verspreide huizen Formerum-Zuid;0.0
BU00930316;Lies;
BU00930317;Verspreide huizen Lies-Zuid;
BU00930418;Koegelwieck;
BU00930419;Hoorn;0.0
BU00930420;Verspreide huizen Hoorn-Zuid;
BU00930521;Oosterend;1.0
BU00930522;Verspreide huizen Oosterend-Zuid;
BU04480000;Den Burg;22.0
BU04480001;De Koog;15.0
BU04480002;Oosterend;0.0
BU04480003;De Waal;0.0
BU04480004;Oudeschild;2.0
BU04480005;Den Hoorn;1.0
BU04480007;Verspreide huizen Op Het Oude Land;3.0
BU04480008;Verspr.h. De Kuil, Hoornder Nieuwland;0.0
BU04480009;Verspr.h. De Koog en het Duingebied;5.0
BU04480100;De Cocksdorp;2.0
BU04480107;Verspr.h. in de polders Eierland en Eend;2.0
BU04480108;Verspr.h. in de polder Het Noorden;1.0
BU04480109;Verspr.h. in de polders Burger Nieuwland;0.0
BU15250000;Sassenheim;49.0
BU15250009;Verspreide huizen Sassenheim;10.0
BU15250100;Voorhout;31.0
BU15250101;Toegangsweg;3.0
BU15250102;'s-Gravendamseweg;0.0
BU15250103;Hoogh Teylingen;6.0
BU15250107;Oosthout;5.0
BU15250109;Verspreide huizen Voorhout;5.0
BU15250200;Warmond;20.0
BU15250201;Oosteinde;2.0
BU15250209;Verspreide huizen Warmond;3.0
BU07160000;Tholen;27.0
BU07160009;Verspreide huizen Tholen;1.0
BU07160100;Poortvliet;3.0
BU07160109;Verspreide huizen Poortvliet;0.0
BU07160200;Scherpenisse;3.0
BU07160209;Verspreide huizen Scherpenisse;2.0
BU07160300;Sint-Maartensdijk;18.0
BU07160309;Verspreide huizen Sint-Maartensdijk;2.0
BU07160400;Stavenisse;5.0
BU07160409;Verspreide huizen Stavenisse;0.0
BU07160500;Sint-Annaland;6.0
BU07160509;Verspreide huizen Sint-Annaland;2.0
BU07160600;Oud-Vossemeer;2.0
BU07160609;Verspreide huizen Oud-Vossemeer;0.0
BU07160700;Sint Philipsland;7.0
BU07160709;Verspreide huizen Sint Philipsland;1.0
BU07160710;Anna Jacobapolder;1.0
BU02810000;Binnenstad;57.0
BU02810001;Sterrebos;19.0
BU02810002;Hertogenwijk;14.0
BU02810003;Burgemeesterswijk;15.0
BU02810004;Stationsbuurt;12.0
BU02810005;Santwijck;14.0
BU02810006;De Lok;8.0
BU02810007;Het Ooij;28.0
BU02810009;Latenstein;17.0
BU02810010;Tiel-West;9.0
BU02810011;Wadenoijenlaan e.o.;20.0
BU02810100;Elzenpas;13.0
BU02810101;Westroijen;17.0
BU02810102;Rauwenhof e.o.;1.0
BU02810103;Rauwenhof;16.0
BU02810104;Drumpt;4.0
BU02810108;Veluwe;0.0
BU02810109;Industrieterrein Kellen;4.0
BU02810200;Wadenoijen;1.0
BU02810201;Kapel-Avezaath;4.0
BU02810208;Kapel-Avezaath e.o.;3.0
BU02810209;Wadenoijen e.o.;1.0
BU02810300;Passewaaij-Noord-West;3.0
BU02810301;Passewaaij-Noord-Oost;9.0
BU02810302;Passewaaij-Zuid-West;12.0
BU02810303;Passewaaij-Zuid-Oost;23.0
BU02810304;Passewaaij e.o.;0.0
BU02810305;Zennewijnen;0.0
BU02810306;Zennewijnen e.o.;0.0
BU08551001;Binnenstad West;18.0
BU08551002;Binnenstad Oost;73.0
BU08551003;Koningsplein;12.0
BU08551004;Oude Dijk;4.0
BU08551101;Veemarktkwartier;29.0
BU08551102;Tivoli;25.0
BU08551103;Hoogvenne Oost;5.0
BU08551104;Hoogvenne West;17.0
BU08551105;Piushaven;9.0
BU08551201;Armhoef Noord-West;6.0
BU08551202;Armhoef Noord-Oost;5.0
BU08551203;Armhoef Zuid;3.0
BU08551301;Jeruzalem Noord;1.0
BU08551302;Jeruzalem Zuid;5.0
BU08551401;Fatima West;7.0
BU08551402;Fatima Oost;4.0
BU08551403;Fatima Noord;0.0
BU08551405;Hoevenseweg;3.0
BU08551501;Broekhoven I West;1.0
BU08551502;Broekhoven I;14.0
BU08551503;Voltterrein;12.0
BU08551504;Broekhoven II West;16.0
BU08551505;Broekhoven II Oost;2.0
BU08551601;Afrikaanderbuurt West;3.0
BU08551602;Afrikaanderbuurt Midden;17.0
BU08551603;Afrikaanderbuurt Oost;3.0
BU08551604;Zeeheldenbuurt;20.0
BU08551701;Kromhoutpark;7.0
BU08551702;Westend;3.0
BU08551703;Schildersbuurt Noord;9.0
BU08551704;Schildersbuurt Zuid;4.0
BU08551705;Schrijversbuurt;6.0
BU08551706;Staatsliedenbuurt Oost;9.0
BU08551707;Het Laar;0.0
BU08551801;Trouwlaan;17.0
BU08551802;Uitvindersbuurt;12.0
BU08551901;Sint Anna Noord;12.0
BU08551902;Sint Anna Zuid;12.0
BU08552001;Bomenbuurt West;23.0
BU08552002;Bomenbuurt Midden;14.0
BU08552003;Bomenbuurt Oost;9.0
BU08552101;VGL-terrein;4.0
BU08552102;Talentsquare;2.0
BU08552103;Spoorlaan;14.0
BU08552201;Bouwmeestersbuurt Noord;44.0
BU08552202;Bouwmeestersbuurt Zuid;13.0
BU08552301;Textielbuurt West;6.0
BU08552302;Textielbuurt Oost;5.0
BU08552303;Nassaubuurt;16.0
BU08552304;Kasteel West;16.0
BU08552305;Kasteel Oost;8.0
BU08552401;Goirke Noord;12.0
BU08552402;Pastorieklamp West;12.0
BU08552403;Pastorieklamp Oost;9.0
BU08552501;Sint Pieterspark;8.0
BU08552502;Hoefstraat Noord;9.0
BU08552503;Padua;4.0
BU08552504;Hoefstraat Zuid;26.0
BU08552601;Besterd;21.0
BU08552602;Rosmolen;2.0
BU08552603;Loven Noord;7.0
BU08552604;Loven Zuid;17.0
BU08552605;Loven Oost;6.0
BU08552701;Theresia West;15.0
BU08552702;Theresia Midden;15.0
BU08552703;Theresia Oost;11.0
BU08552801;Spoorzone Noord-West;1.0
BU08552802;Spoorzone Noord-Oost;7.0
BU08552902;Ind.terrein Kanaalzone Noord;10.0
BU08552903;Ind.terrein Kanaalzone Noord-Oost;8.0
BU08552904;Melis Stokestraat;2.0
BU08552905;Ind.terrein Kanaalzone Oost;5.0
BU08552906;Ind.terrein Kanaalzone Zuid;4.0
BU08552907;Kanaalzone Bosscheweg;4.0
BU08553001;Moerenburg;7.0
BU08553101;Leijpark;3.0
BU08553102;Koningshoeven;1.0
BU08553104;Leijhoeven;1.0
BU08553201;Ezelvense Akkers;17.0
BU08553202;Landbouwbuurt;5.0
BU08553203;Vogeltjesbuurt West;11.0
BU08553204;Vogeltjesbuurt Oost;3.0
BU08553205;Visserijbuurt;21.0
BU08553206;Groenewoud Oost;2.0
BU08553207;Groenewoud Midden;27.0
BU08553208;Groenewoud West;3.0
BU08553209;Groenewoud Zuid;0.0
BU08553301;Stappegoor Noord;16.0
BU08553302;Zuiderpark;1.0
BU08553303;Stappegoor Zuid;1.0
BU08553402;Goirleseweg West;1.0
BU08553501;De Blaak Noord-West;3.0
BU08553502;De Blaak Noord-Oost;5.0
BU08553503;De Blaak Zuid-West;6.0
BU08553504;De Blaak Zuid-Oost;1.0
BU08553601;Friezenlaan;0.0
BU08553602;Burgemeestersbuurt;6.0
BU08553603;Staatsliedenbuurt West;8.0
BU08553702;Abdij- en Torenbuurt;3.0
BU08553703;Universiteit Campus;7.0
BU08553704;Kastelenbuurt Noord;9.0
BU08553705;Kastelenbuurt Zuid;1.0
BU08553707;Notre Dame;5.0
BU08553801;Tweestedenziekenhuis;3.0
BU08553802;Het Zand Noord-West;9.0
BU08553803;Het Zand Noord-Oost;10.0
BU08553804;Jagersbuurt West;14.0
BU08553805;Jagersbuurt Oost;14.0
BU08553806;Luchthavenbuurt West;6.0
BU08553807;Luchthavenbuurt Oost;5.0
BU08553808;Westermarkt;18.0
BU08553809;Tiendschuur;10.0
BU08553810;Vijverlaan;0.0
BU08553811;Station Universiteit;2.0
BU08553812;Bokhamer West;1.0
BU08553813;Bokhamer;0.0
BU08553814;Rooi Pannen;14.0
BU08553901;Wandelbos Noord-West;1.0
BU08553902;Kruidenbuurt West;20.0
BU08553903;Kruidenbuurt Oost;32.0
BU08553904;Kruidenbuurt Zuid;4.0
BU08553905;Kleurenbuurt Noord;3.0
BU08554001;Het Wandelbos / Drijflanen;1.0
BU08554002;Auteursbuurt;1.0
BU08554003;Kleurenbuurt Zuid;3.0
BU08554101;De Oude Warande;2.0
BU08554201;Stokhasselt Noord-West;5.0
BU08554202;Stokhasselt Noord-Oost;10.0
BU08554203;Stokhasselt West;0.0
BU08554204;Stokhasselt Oost;10.0
BU08554205;Stokhasselt Zuid-West;0.0
BU08554206;Stokhasselt Zuid-Oost;5.0
BU08554207;Stokhasselt Zuid;2.0
BU08554301;Heikant Noord-West;8.0
BU08554302;Heikant Noord-Oost;8.0
BU08554303;Heikant West;5.0
BU08554304;Heikant Oost;7.0
BU08554305;Heikant Zuid-West;6.0
BU08554306;Heikant Zuid-Oost;15.0
BU08554307;Lijnse Hoek West;7.0
BU08554308;Lijnse Hoek Oost;5.0
BU08554401;Quirijnstok Noord-West;3.0
BU08554402;Quirijnstok Noord-Oost;1.0
BU08554403;Quirijnstok West;7.0
BU08554404;Quirijnstok Zuid-West;2.0
BU08554405;Quirijnstok Zuid-Oost;2.0
BU08554406;Quirijnstokpark;4.0
BU08554501;Ind.terrein Loven Noord;5.0
BU08554502;Ind.terrein Loven Zuid;4.0
BU08554601;Bosscheweg;2.0
BU08554702;Gesworen Hoek West;2.0
BU08554703;Gesworen Hoek Zuid;5.0
BU08554704;Gesworen Hoek Oost;5.0
BU08554801;Huibeven West;16.0
BU08554802;Huibeven Midden;3.0
BU08554803;Huibeven Oost;7.0
BU08554901;Campenhoef West;5.0
BU08554902;Campenhoef Midden;5.0
BU08554903;Campenhoef Oost;10.0
BU08555001;Heyhoef;8.0
BU08555101;Heerevelden West;3.0
BU08555102;Heerevelden Oost;2.0
BU08555201;Dongewijk Noord;5.0
BU08555202;Dongewijk Zuid;2.0
BU08555301;De Kievit Noord-West;2.0
BU08555302;De Kievit Noord-Oost;1.0
BU08555303;De Kievit Zuid-West;9.0
BU08555304;De Kievit Zuid-Oost;3.0
BU08555403;Dalemweide;
BU08555404;Leeuwerik West;0.0
BU08555405;Leeuwerik Midden;2.0
BU08555406;Leeuwerik Oost;2.0
BU08555407;Leeuwerik Zuid;4.0
BU08555501;Dalem Noord I;5.0
BU08555502;Dalem Noord II;10.0
BU08555601;Dalem Zuid I;7.0
BU08555602;Dalem Zuid II;7.0
BU08555701;Koolhoven Noord;11.0
BU08555702;Koolhoven Zuid;4.0
BU08555703;Koolhoven Buiten;2.0
BU08555704;Buitengebied Koolhoven;
BU08555705;Koolhoven Oost;
BU08555801;Witbrant West;8.0
BU08555802;Witbrant Oost;1.0
BU08555803;Buitengebied Witbrant;0.0
BU08555902;Buitengebied Kraaiven Oost;1.0
BU08555903;Bedrijventerrein Kraaiven West;
BU08555904;Bedrijventerrein Kraaiven;1.0
BU08556005;Bedrijventerrein Vossenberg Scheg Oost;0.0
BU08556007;Bedrijventerrein Albion;2.0
BU08556101;De Katsbogten;1.0
BU08556202;Buitengebied Zuid-Oost;0.0
BU08556301;Wijkevoort;0.0
BU08556302;Buitengebied Gilzerbaan West;2.0
BU08556303;Buitengebied Gilzerbaan Oost;0.0
BU08556304;Amarant Piusoord;0.0
BU08556401;Buitengebied Noord-Oost;0.0
BU08556402;Rugdijk-Hazennest;4.0
BU08556403;Oostkamer West;0.0
BU08556501;Buitengebied Noord-West;0.0
BU08556602;Oostkamer Oost;0.0
BU08556603;Buitengebied B-E Noord-West;0.0
BU08556604;Buitengebied B-E Noord-Oost;0.0
BU08556605;Bedrijventerrein Rhijnkant;1.0
BU08556606;Berkel Noord;1.0
BU08556607;Berkelse Akkers;0.0
BU08556608;Ruiven;2.0
BU08556609;Eikenbosch;2.0
BU08556610;Koningsoord;1.0
BU08556611;Rauwbraken;2.0
BU08556612;Enschot Oost;3.0
BU08556613;Enschot Midden;0.0
BU08556614;Enschotse Akkers;0.0
BU08556615;Bedrijventerrein Enschot;0.0
BU08556616;Enschot West;0.0
BU08556617;Enschot Zuid;0.0
BU08556618;Buitengebied B-E Zuid-West;1.0
BU08556620;Buitengebied B-E Zuid;0.0
BU08556701;Groenstraat;2.0
BU08556702;Achthoeven;1.0
BU08556703;Den Bogerd;0.0
BU08556704;De Mortel;2.0
BU08556705;De Kuil;3.0
BU08556706;Zeshoeven;10.0
BU08556707;Bedrijventerrein Kreitenmolen;2.0
BU08556708;Buitengebied Udenhout Zuid-Oost;1.0
BU08556709;Buitengebied Udenhout Zuid-West;0.0
BU08556710;Buitengebied Udenhout Noord;3.0
BU01830000;Tubbergen-Dorp;7.0
BU01830008;Verspreide huizen Manderveen;0.0
BU01830009;Verspreide huizen Tubbergen;0.0
BU01830100;Albergen kern;4.0
BU01830109;Verspreide huizen Albergen;1.0
BU01830200;Harbrinkhoek kern;2.0
BU01830201;Mariaparochie;0.0
BU01830209;Verspreide huizen Harbrinkhoek;0.0
BU01830300;Geesteren kern;5.0
BU01830309;Verspreide huizen Geesteren;3.0
BU01830400;Langeveen kern;1.0
BU01830409;Verspreide huizen Langeveen;0.0
BU01830500;Vasse kern;1.0
BU01830507;Verspreide huizen Hezingen;0.0
BU01830508;Verspreide huizen Vasse;0.0
BU01830509;Verspreide huizen Mander;0.0
BU01830600;Reutum kern;0.0
BU01830608;Verspreide huizen Haarle;2.0
BU01830609;Verspreide huizen Reutum;2.0
BU01830700;Fleringen kern;0.0
BU01830709;Verspreide huizen Fleringen;0.0
BU17000000;Centrum-Vriezenveen;12.0
BU17000001;Midden;4.0
BU17000002;Oosteinde en Slot;4.0
BU17000003;Westeinde;0.0
BU17000004;West ten oosten Kanaal;5.0
BU17000005;West ten westen Kanaal;3.0
BU17000006;Westerweilanden-Elzenhoek;2.0
BU17000007;Toekomstig bestemmingsplan Noord;1.0
BU17000008;Industrieterrein Vriezenveen-West;0.0
BU17000105;Verspreide huizen De Westerhoeve;0.0
BU17000106;Verspr.h. ten noorden van Vriezenveen;1.0
BU17000107;Verspreide huizen De Pollen;0.0
BU17000108;Verspreide huizen Weitemanslanden;
BU17000109;Verspr.h. ten zuiden van Vriezenveen;0.0
BU17000200;Vriezenveensewijk;1.0
BU17000201;Westerhaar-West;6.0
BU17000202;Westerhaar-Oost;0.0
BU17000208;Verspr.h. Westerhaar-Vriezenveensewijk-O;0.0
BU17000209;Verspr.h. Westerhaar-Vriezenveensewijk-W;
BU17000300;Den Ham;5.0
BU17000301;'t Sumpel;1.0
BU17000302;Broekmaten;6.0
BU17000307;Buurtschap Meer;1.0
BU17000308;Buurtschap Magele;2.0
BU17000309;Buurtschap Linde;0.0
BU17000400;Vroomshoop-Oost;2.0
BU17000401;Geerdijk-West;0.0
BU17000402;Geerdijk-Oost;0.0
BU17000403;Vroomshoop-West;21.0
BU17000404;Beter Wonen;9.0
BU17000405;Nieuwoord;1.0
BU17000406;Industrieterrein;2.0
BU17000409;Verspreide huizen Vroomshoop-Oost;0.0
BU17300000;Zuidlaren;18.0
BU17300001;Zuid-Es;14.0
BU17300009;Verspreide huizen Zuidlaren;1.0
BU17300100;De Groeve;1.0
BU17300109;Verspreide huizen De Groeve;
BU17300200;Zuidlaarderveen;0.0
BU17300209;Verspreide huizen Zuidlaarderveen;0.0
BU17300300;Midlaren;0.0
BU17300309;Verspreide huizen Midlaren;4.0
BU17300400;Westlaren;4.0
BU17300401;Westlaren Noord;6.0
BU17300402;Verspreide huizen Westlaren;16.0
BU17300403;Westlaren-West;0.0
BU17300500;Schuilingsoord;2.0
BU17300509;Verspreide huizen Schuilingsoord;0.0
BU17300600;Paterswolde;19.0
BU17300609;Verspreide huizen Paterswolde;
BU17300700;Eelde;25.0
BU17300701;Oosterbroek en vliegveld;1.0
BU17300709;Verspreide huizen Eelde;
BU17300800;Eelderwolde;2.0
BU17300809;Verspreide huizen Eelderwolde;10.0
BU17300900;Vries;8.0
BU17300909;Verspreide huizen Vries;
BU17301000;Donderen;0.0
BU17301009;Verspreide huizen Donderen;0.0
BU17301100;Bunne;0.0
BU17301101;Winde;0.0
BU17301108;Verspreide huizen Winde;
BU17301109;Verspreide huizen Bunne;0.0
BU17301200;Yde;5.0
BU17301201;De Punt;4.0
BU17301208;Verspreide huizen De Punt;0.0
BU17301209;Verspreide huizen Yde;0.0
BU17301300;Tynaarlo;4.0
BU17301309;Verspreide huizen Tynaarlo;3.0
BU17301400;Zeegse;0.0
BU17301401;Oudemolen;0.0
BU17301402;Taarlo;0.0
BU17301407;Verspreide huizen Zeegse;1.0
BU17301408;Verspreide huizen Oudemolen;0.0
BU17301409;Verspreide huizen Taarlo;
BU17301500;Zeijen;1.0
BU17301509;Verspreide huizen Zeijen;
BU07370000;Burgum;36.0
BU07370009;Verspreide huizen Burgum;3.0
BU07370100;Aldtsjerk;1.0
BU07370101;Oentsjerk;2.0
BU07370102;Verspreide huizen Wyns;4.0
BU07370108;Verspreide huizen Aldtsjerk;
BU07370109;Verspreide huizen Oentsjerk;1.0
BU07370200;Mûnein;0.0
BU07370201;Gytsjerk;10.0
BU07370208;Verspreide huizen Mûnein;1.0
BU07370209;Verspreide huizen Gytsjerk;0.0
BU07370300;Ryptsjerk;1.0
BU07370309;Verspreide huizen Ryptsjerk;0.0
BU07370400;Tytsjerk;6.0
BU07370401;Suwâld;1.0
BU07370408;Verspreide huizen Tytsjerk;
BU07370409;Verspreide huizen Suwâld;0.0
BU07370500;Earnewâld;4.0
BU07370501;Garyp;4.0
BU07370508;Verspreide huizen Earnewâld;0.0
BU07370509;Verspreide huizen Garyp;5.0
BU07370600;Sumar;2.0
BU07370609;Verspreide huizen Sumar;0.0
BU07370700;Eastermar;1.0
BU07370701;Jistrum;2.0
BU07370708;Verspreide huizen Eastermar;
BU07370709;Verspreide huizen Jistrum;0.0
BU07370800;Noordburgum;4.0
BU07370809;Verspreide huizen Noordburgum;7.0
BU07370900;Hurdegaryp;13.0
BU07370909;Verspreide huizen Hurdegaryp;0.0
BU08560101;Centrum;50.0
BU08560102;Bogerd-Vijfhuis;22.0
BU08560103;Moleneind-Groenewoud;4.0
BU08560104;Flatwijk;10.0
BU08560105;Bitswijk;18.0
BU08560106;Hoevenseveld;13.0
BU08560107;Schutveld;8.0
BU08560108;Buurtschap Hoeven;3.0
BU08560109;Hoeven;9.0
BU08560110;Melle;15.0
BU08560111;Raam;9.0
BU08560112;Sportpark Volkelseweg;6.0
BU08560113;Zoggel;20.0
BU08560114;Vluchtoord;0.0
BU08560115;Loopkant-Liessent-Goorkens;5.0
BU08560116;Hoenderbos-Velmolen;14.0
BU08560117;Eikenheuvel;1.0
BU08560196;Buitengebied Uden-Oost;2.0
BU08560197;Buitengebied Uden-Zuid;1.0
BU08560198;Buitengebied Uden-West;1.0
BU08560199;Buitengebied Maashorst;10.0
BU08560201;Kom Volkel;8.0
BU08560299;Buitengebied-Volkel;6.0
BU08560301;Odiliapeel;1.0
BU08560399;Buitengebied-Odiliapeel;2.0
BU04500001;De Koog;13.0
BU04500002;De Kleis;7.0
BU04500003;Waldijk;4.0
BU04500004;Oude Dorp;21.0
BU04500005;Bedrijventerrein;0.0
BU04500006;Buitengebied;1.0
BU04511500;Dorpscentrumcentrum;15.0
BU04512500;Thamerdal;25.0
BU04513500;Zijdelwaard;41.0
BU04514500;Legmeer;16.0
BU04515000;Langs de Vuurlinie;5.0
BU04515500;Veilinggebied;3.0
BU04516500;Meerwijk;13.0
BU04517500;Bedrijventerrein;4.0
BU04518500;Meerwijk;10.0
BU04519000;Glastuinbouwgebied;0.0
BU04519500;Veenweidegebied;0.0
BU01840000;Urk-Kom;15.0
BU01840003;Urk-Noord;7.0
BU01840004;Havens en industrieterrein;6.0
BU01840006;De Reede;11.0
BU01840007;Urkerhard;24.0
BU01840008;De Top;35.0
BU01840009;Buitengebied;1.0
BU01840010;De Staart;14.0
BU01840011;Urkerland;3.0
BU01840015;Industrieterrein II;5.0
BU03440111;Welgelegen, Den Hommel;11.0
BU03440112;Oog in Al;13.0
